entry,minister,id,startdate,enddate,position,type,portfolio,code,party,partycode,PDGE,Ethnic_group,Ethnicgroup_code,Ethnic_threegroup2,Fang,Family_link,Family_link_code,Seniority
32,Elias Ovono Nguema,69,1996,,Minister of Transport and Communications,Minister,Transport and Communications,3,PDGE,7,1,Fang,5,1,1,,0,1
183,Demetrio Elo Ndong Nsefumu,62,2004,,"Minister of Transport, Technology, Posts and Telecommunications",Minister,"Transport, Technology, Posts and Telecommunications",3,PDGE,7,1,Fang,5,1,1,,0,4
243,Enrique Mercader Costa,70,2006,,"Minister of Transport, Technology, Posts and Telecommunications",Minister,"Transport, Technology, Posts and Telecommunications",3,PDGE,7,1,Ndowé,7,0,0,,0,2
261,Enrique Mercader Costa,70,2008,,"Minister of Transport, Technology, Posts and Telecommunications",Minister,"Transport, Technology, Posts and Telecommunications",3,PDGE,7,1,Ndowé,7,0,0,,0,3
311,Vicente Ehate Tomi,221,2010,,"Minister of Transport, Technology, Posts and Telecommunications",Minister,"Transport, Technology, Posts and Telecommunications",3,PDGE,7,1,Bubi,3,2,0,,0,3
340,Vicente Ehate Tomi,221,2011,,"Minister of Transport, Technology, Posts and Telecommunications",Minister,"Transport, Technology, Posts and Telecommunications",3,PDGE,7,1,Bubi,3,2,0,,0,4
369,Francisco Mba Olo Bahamonde,96,2012,,"Minister of Transport, Technology, Posts and Telecommunications",Minister,"Transport, Technology, Posts and Telecommunications",3,ADP,1,0,Fang,5,1,1,,0,4
427,Francisco Mba Olo Bahamonde,96,2013,,"Minister of Transport, Technology, Posts and Telecommunications",Minister,"Transport, Technology, Posts and Telecommunications",3,ADP,1,0,Fang,5,1,1,,0,5
557,Rufino Ovono Ondo,232,2020,,"Minister of Transport, the Postal Service and Telecommunications",Minister,"Transport, the Postal Service and Telecommunications",3,PDGE,7,1,Fang,5,1,1,,0,1
500,Eucario Bacale Angue,74,2018,,"Minister of Transports, Posts and Telecommunications",Minister,"Transports, Posts and Telecommunications",3,PDGE,7,1,Fang,5,1,1,,0,2
193,Jesusa Obono Engono,120,2004,,Minister of Women's Development,Minister,Women's Development,3,PDGE,7,1,Fang,5,1,1,,0,1
112,Teresa Efua Asangono,217,2001,,Minister of Women’s Promotion and Social Affairs,Minister,Women’s Promotion and Social Affairs,3,PDGE,7,1,Fang,5,1,1,,0,3
147,Teresa Efua Asangono,217,2003,,Minister of Women’s Promotion and Social Affairs,Minister,Women’s Promotion and Social Affairs,3,PDGE,7,1,Fang,5,1,1,,0,4
550,Alfredo Mitogo Mitogo Ada,11,2020,,"Minister of Work, Employment Promotion and Social Security",Minister,"Work, Employment Promotion and Social Security",3,UP,12,0,Fang,5,1,1,,0,3
14,Alejandro Nvoro Ovono,9,1994,,"Minister of Works, Housing and Town Planning",Minister,"Works, Housing and Town Planning",3,PDGE,7,1,Fang,5,1,1,,0,1
54,Ignacio Milam Tang,114,1998,,Minister of Youth and Sports,Minister,Youth and Sports,3,PDGE,7,1,Bubi,3,2,0,,0,2
86,Vidal Choni Becoba,226,1999,,Minister of Youth and Sports,Minister,Youth and Sports,3,PDGE,7,1,Bubi,3,2,0,,0,3
113,Juan Antonio Bibang Nchuchuma,131,2001,,Minister of Youth and Sports,Minister,Youth and Sports,3,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,1
381,Francisco Pascual Obama Asue,100,2012,,Minister of Youth and Sports,Minister,Youth and Sports,3,PDGE,7,1,Fang,5,2,0,,0,6
438,Francisco Pascual Obama Asue,100,2013,,Minister of Youth and Sports,Minister,Youth and Sports,3,PDGE,7,1,Fang,5,2,0,,0,7
1,Silvestre Siale Bileka,212,1994,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi,3,2,0,,0,1
15,Angel Serafin Seriche Dougan,19,1996,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi/Fernandino,4,0,0,,0,1
34,Angel Serafin Seriche Dougan,19,1998,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi/Fernandino,4,0,0,,0,2
67,Angel Serafin Seriche Dougan,19,1999,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi/Fernandino,4,0,0,,0,3
92,Candido Muatetema Rivas,41,2001,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi,3,2,0,,0,1
123,Candido Muatetema Rivas,41,2003,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi,3,2,0,,0,2
173,Miguel Abia Biteo Boriko,169,2004,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi,3,2,0,,0,5
222,Ricardo Mangue Obama Nfubea,195,2006,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Fang,5,1,1,,0,8
250,Ignacio Milam Tang,114,2008,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi,3,2,0,,0,5
293,Ignacio Milam Tang,114,2010,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi,3,2,0,,0,6
323,Ignacio Milam Tang,114,2011,,Prime Minister,Prime Minister,Prime Minister,7,PDGE,7,1,Bubi,3,2,0,,0,7
478,Francisco Pascual Obama Asue,100,2018,,Prime Minister,Prime Minister,Prime Minister in charge of Administrative Coordination,7,PDGE,7,1,Fang,5,1,1,,0,7
534,Francisco Pascual Obama Asue,100,2020,,Prime Minister,Prime Minister,Prime Minister in charge of Administrative Coordination,7,PDGE,7,1,Fang,5,1,1,,0,8
224,Demetrio Elo Ndong Nsefumu,62,2006,,"Second Vice-Prime Minister, in charge of domestic affairs",Deputy PM,"Second Vice-Prime Minister, in charge of domestic affairs",2,PDGE,7,1,Fang,5,1,1,,0,5
305,Mauricio Bokung Asumu,165,2010,,Secretary General of the Presidency of the Government,Minister,"Minister Secretary General of the Presidency of the Government, in char",3,PDGE,7,1,Fang,5,1,1,,0,4
334,Mauricio Bokung Asumu,165,2011,,Secretary General of the Presidency of the Government,Minister,"Minister Secretary General of the Presidency of the Government, in char",3,PDGE,7,1,Fang,5,1,1,,0,5
364,Tomas Esono Ava,218,2012,,Secretary General of the Presidency of the Government,Minister,Minister Secretary General of the Presidency of the Government,3,PDGE,7,1,Fang,5,1,1,,0,3
421,Faustino Ndong Esono Eyang,78,2013,,Secretary General of the Presidency of the Government,Minister,Minister Secretary General of the Presidency of the Government,3,PDGE,7,1,Fang,5,1,1,,0,1
486,Baltasar Esono Eworo Fono,35,2018,,Secretary General of the Presidency of the Government,Minister,Minister Secretary General of the Presidency of the Government,3,PDGE,7,1,Fang,5,1,1,,0,3
543,Baltasar Esono Eworo Nfono,35,2020,,Secretary General of the Presidency of the Government,Minister,Minister General Secretary to the Presidency of the Government,3,PDGE,7,1,Fang,5,1,1,,0,4
542,Juan-Antonio Bibang Nchuchuma,131,2020,,Secretary General of the Presidency of the Government,Minister,"Minister to the Presidency of the Republic, Charged with External Security",3,PDGE,7,1,Fang,5,1,1,Brother-in-law,1,5
118,Melchor Ekua Ondó,167,2001,,Secretary of State for the Energy,Minister Delegate,Secretary of State for the Energy,4,PDGE,7,1,Fang,5,1,1,Direct cousin to Obiang,1,1
117,Francisco Edu Ngua Mangue,92,2001,,Secretary of State for the National Defence,Minister Delegate,Secretary of State for the National Defence,4,PDGE,7,1,Fang,5,1,1,,0,1
119,Melchor Esono Edjo,168,2001,,Secretary of State for the Treasury and the Budget,Minister Delegate,Secretary of State for the Treasury and the Budget,4,PDGE,7,1,Fang,5,1,1,Nephew,1,1
209,Gen Santiago Mauro Nguema,105,2004,,Secretary of State of Defence,Secretary of State,Defence,8,PDGE,7,1,Fang,5,1,1,,0,1
168,Francisco Mabale Nseng,94,2003,,Secretary of State of Energy,Secretary of State,Energy,8,PSD,8,0,Fang,5,1,1,,0,1
217,Francisco Mba Mabale,95,2004,,Secretary of State of Energy,Secretary of State,Energy,8,PDGE,7,1,Fang,5,1,1,,0,1
215,Melchor Esono Edjo,168,2004,,Secretary of State of Finance and Budget,Secretary of State,Finance and Budget,8,PDGE,7,1,Fang,5,1,1,Nephew,1,3
169,Victoriana Nchama Nsue Okomo,225,2003,,Secretary of State of Foreign Affairs,Secretary of State,Foreign Affairs,8,PSD,8,0,Fang,5,1,1,Sister in law (First Lady's sister of father and mother),1,1
212,Fidel Nsue Micha,83,2004,,Secretary of State of Housing and Urbanism,Secretary of State,Housing and Urbanism,8,PDGE,7,1,Fang,5,1,1,,0,1
220,Purificación Opo Barila,193,2004,,Secretary of State of Information,Secretary of State,Information,8,PDGE,7,1,Bubi,3,2,0,,0,1
170,Gabriel Mbega Obiang Lima,102,2003,,Secretary of State of Mines and Hydrocarbons,Secretary of State,Mines and Hydrocarbons,8,PDGE,7,1,Fang,5,1,1,Son,1,1
214,José Elá Oyana,124,2004,,Secretary of State of Planning,Secretary of State,Planning,8,PDGE,7,1,Fang,5,2,0,,0,1
216,Salvador Mangue Ayingono,200,2004,,Secretary of State of Public Function (?) Public Service,Secretary of State,Public Function (?) Public Service,8,PDGE,7,1,Fang,5,1,1,,0,1
210,Francisco Edu Ngua,92,2004,,Secretary of State of Security,Secretary of State,Security,8,PDGE,7,1,Fang,5,1,1,,0,3
171,Melchor Esono Edjo,168,2003,,Secretary of State of The Treasury,Secretary of State,The Treasury,8,PDGE,7,1,Fang,5,1,1,Nephew,1,2
221,Prudencio Botey Sobole,191,2004,,Secretary of State of Tourism,Secretary of State,Tourism,8,PDGE,7,1,Bubi,3,2,0,,0,1
213,Jose Angel Boricó Moisés,123,2004,,Secretary of State of Trade,Secretary of State,Trade,8,PDGE,7,1,Bubi,3,2,0,,0,1
211,Francisco Mba Oló Bahamonde,96,2004,,Secretary of State of Transport and Communications,Secretary of State,Transport and Communications,8,ADP,1,0,Fang,5,1,1,,0,2
219,Purificación Buhari Lesaquero,192,2004,,Secretary of State of Women's Promotion,Secretary of State,Women's Promotion,8,PDGE,7,1,Bubi,3,2,0,,0,2
172,Purificacion Buari Lazaquero,192,2003,,Secretary of State of Women’s Affairs,Secretary of State,Women’s Affairs,8,PDGE,7,1,Bubi,3,2,0,,0,1
218,Pedro Mabale Fuga,186,2004,,Secretary of State of Youth and Sports,Secretary of State,Youth and Sports,8,PDGE,7,1,Fang,5,1,1,,0,1
248,Fortunato Ofa Mbo Nchama,88,2006,,Secretary-General at the prime minister’s office in charge of Administr,Presidency,Secretary-General at the prime minister’s office in charge of Administr,6,PDGE,7,1,Fang,5,1,1,,0,3
177,Antonio Martin Ndong Ntutumu,24,2004,,Secretary-General of the Government in charge of Administrative Co-ordi,Minister,Secretary-General of the Government in charge of Administrative Co-ordi,3,PDGE,7,1,Fang,5,1,1,,0,1
356,Ignacio Milam Tang,114,2012,,Vice President,Vice President,Vice-President First,9,PDGE,7,1,Bubi,3,2,0,,0,8
357,Teodoro Nguema Obiang Mangue,215,2012,,Vice President,Vice President,Vice-President Second,9,PDGE,7,1,Fang,5,1,1,Son,1,10
413,Ignacio Milam Tang,114,2013,,Vice President,Vice President,Vice-President First,9,PDGE,7,1,Bubi,3,2,0,,0,9
414,Teodoro Nguema Obiang Mangue,215,2013,,Vice President,Vice President,Vice-President Second,9,PDGE,7,1,Fang,5,1,1,Son,1,11
569,Armando Dougan Champion,31,2020,,Vice-Minister to the Presidency of the Republic,Deputy Minister,"Vice-Minister to the Presidency of the Republic, Charged with Ceremonies and Translations",1,PDGE,7,1,Fernandino,6,0,0,,0,2
477,Teodoro Nguema Obiang Mangue,215,2018,,Vice-President in charge of Defence and State Security,Vice President,Vice-President in charge of Defence and State Security,9,PDGE,7,1,Fang,5,1,1,Son,1,12
533,Teodoro Nguema Obiang Mangue,215,2020,,Vice-President in charge of Defence and State Security,Vice President,Vice-President in charge of Defence and State Security,9,PDGE,7,1,Fang,5,1,1,Son,1,13
295,Demetrio Elo Ndong Nsefumu,62,2010,,Vice-Prime Minister in charge of the Political Secor and Democr,Deputy PM,"Vice-Prime Minister Second, in charge of the Political Secor and Democr",2,PDGE,7,1,Fang,5,1,1,,0,6
296,Salomon Nguema Owono,199,2010,,"Vice-Prime Minister Third, in charge of Social Sector and Human Rights",Deputy PM,"Vice-Prime Minister Third, in charge of Social Sector and Human Rights",2,PDGE,7,1,Fang,5,1,1,,0,3
