item,name,gender,positionItem,position,startDate,endDate,source,sourceDate,psid
Q112187909,ANGEL ESONO ESONO,male,Q112187535,Director General de Asuntos Jurídicos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187909-2C7F921D-9C88-416D-9872-5DF85C5DBFD9
Q112187915,ANDRÉS ONDO ABAGA NCHAMA,male,Q112187535,Director General de Protocolo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187915-84AA51D0-019B-4113-9123-1C74839975B8
Q112187919,AMALIA NCHAMA OBIANG,female,Q112187535,Director General de Asuntos Particulares de SU Excelencia,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187919-9A181690-7134-453D-9217-DEA43D1B0448
Q112187924,AMADEO NGUEMA ONDO,male,Q112187535,Director General del Gabinete,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187924-E8502094-A3D1-4599-8C64-CDDAE1CC7263
Q112187929,ALFONSO NGUEMA ONDO,male,Q112187535,Director General de Gabinete Militar,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187929-E572BCFD-D537-4408-85A9-2CCA5E7CB991
Q112187933,ALFONSO BIAHUTE CHEBA,male,Q112187535,Director General de Oficina de Información y Comunicación Diplomática,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187933-2482F32F-48A9-4442-9860-E37C5837CA8B
Q112187937,ALEJO SIMA OLOMO,male,Q112187535,Director General de Puertos. Marina Mercante y Señalización Marítima,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187937-4BE49326-B052-488B-8049-65F13E1F88C4
Q112187942,ALEJANDRO MITOGO NNENKOGO MOKUY,male,Q112187535,Director General del Personal Jubilado y Mutilado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187942-D1137478-B7DF-4761-94DB-6CAAC5C3E727
Q112187948,AGUSTÍN FERNANDEZ BOPELEBO,male,Q112187535,Director General Adjunto de Palacios y Residencias Oficiales de la Región Insular,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187948-01B72C39-77C9-404B-A8F0-FDD48F524307
Q112187953,AGAPITO NGÜI OBIANG,male,Q112187535,Director General Adjunto de Logística en Bata,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187953-CA396B8E-AF17-4292-B3B8-2D5EC3050310
Q112187958,ABILIO SAGUNTO COBANCHE,male,Q112187535,Director General de Educación Secundaria,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112187958-5CBD6E75-4796-4575-9C8B-B8EAA8379CD2
Q112188758,SONIA SIMA NSUE ABAGA,female,Q112187535,Directora General Adjunta de Viajes Oficiales del Estado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188758-C27123C2-7F0A-4313-84FB-1605625669EB
Q112188759,SILVIA-CONSUELO ONGUENE ELA,female,Q112187535,Directora General del Gabinete,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188759-140E8054-73CF-466D-B61B-8DF0A16B5508
Q112188760,ROSALIA NGÜINDANG OBESO,female,Q112187535,Directora General de Fronteras y Libre Circulación,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188760-832AC9DF-5E14-439A-AE52-BBA96422170D
Q112188761,RAQUEL OBOAN OBAMA KOESE,female,Q112187535,Directora General de Prensa y Comunicación,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188761-327C2153-3E51-46F0-9277-D3DB48EF7B29
Q112188762,RAQUEL HINESTROSA BODIEN,female,Q112187535,Directora General para la Infancia y Adolescencia,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188762-187E403F-6687-477B-B60B-BF7B078BB4F9
Q112188763,PILAR EYENGA EDU BOTOHO,female,Q112187535,Directora General del Boletín Oficial del Estado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188763-D7366E96-FAA2-4A3B-A796-604429305829
Q112188764,NICASIA - TERESA ROLOHA EBUERA,female,Q112187535,Directora General del Instituto Nacional de Promoción Agropecuaria de Guinea Ecuatorial (INPAGE),2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188764-3D698AFF-5F10-46FA-BE11-842532234568
Q112188765,MONSERRAT NSENGBENE NGUEMA,female,Q112187535,Directora General Adjunta del Centro Nacional de Emisión de Documentos Oficiales de Guinea Ecuatorial (CNEDO GE) de la Región Continental,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188765-E808FA73-50C3-4352-A89A-DD4A88C1055C
Q112188766,MONICA NCHAMA AYINGONO,female,Q112187535,"Directora General de Fomento, Promoción y Estadísticos Turísticas",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188766-78D86582-92E6-4FA8-93D6-751A164AEA61
Q112188767,MICAELA NCHAMA BIYOGO,female,Q112187535,Directora General Adjunta de Asuntos Particulares de Su Excelencia el Presidente de la República,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188767-8C4F1096-690E-4B0B-AD4C-06B54E2CB75C
Q112188768,MARÍA JESÚS ASANGONO EVUNA,female,Q112187535,Directora General de Asuntos Administrativos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188768-91A7648D-6E09-40BA-96F5-7E0950E48592
Q112188769,MARIA-LUISA TAMARITE CASTAÑO,female,Q112187535,"Directora General de Cooperativas, Fomento Empleo y Orientación Laboral",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188769-46CA1483-BAEC-451E-8D0B-D9D34FA94A3E
Q112188770,MARIA-AUXILIADORA ROPE COPARIATE,female,Q112187535,Directora General de Informativos de Radio Televisión Guinea Ecuatorial,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188770-3794877B-73D2-4021-A25B-709FAFDE492F
Q112188771,MARIA LUISA MANGUE ONDO,female,Q112187535,Directora General de Traducciones,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188771-C710D8AC-DB37-4C9A-B90D-7FBD547321FD
Q112188772,MARIA DEL PILAR AVOMO NGUEMA,female,Q112187535,Directora General de Gabinete de la Primera Dama,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188772-CC498B3B-50D2-419E-983B-D5B8181FCF6C
Q112188773,MARGARITA ESONO NGUEMA,female,Q112187535,Directora General de Integración de la Mujer en el Desarrollo e Igualdad de Género,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188773-6F74097A-BE15-4A82-B05E-6E6CB0695625
Q112188774,MARCELA-BERTA ELA OBONO,female,Q112187535,Directora General para África y Oriente MEDIO,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188774-8BF0D953-F794-4EB1-8CCE-2F67F967F4BE
Q112188775,MAGDALENA AVA BOSOKA,female,Q112187535,"Directora General de Estudios, Contratos y Mercados del Estado",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188775-9338C4F2-F1F1-46CB-9E99-5214FB475C42
Q112188776,LOURDES OYONO ANGUE,female,Q112187535,Directora General Adjunta de Protocolo de Estado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188776-3DE96AA9-42FB-4BA3-93E3-4281B9745DE1
Q112188777,LETICIA NSENG ONDO AYECABA,female,Q112187535,"Directora General de Coordinación de Lucha contra ETS, VIH/Sida, Tuberculosis y Hepatitis",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188777-0FBCA68E-C043-45F3-A93A-3CDE9D0ADBA9
Q112188779,JUDITH NFONO NGOMO,female,Q112187535,Directora General de Pesca Industrial y Ordenación Pesquera,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188779-72BBADBD-2E0E-4BFE-83F3-CAC6639BF0B7
Q112188780,JUDITH FEREIRO DOLO,female,Q112187535,Directora General de Relaciones Públicas en el Departamento de Misiones,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188780-DDD384FB-C119-44CC-A008-A0F9F6E3D0B3
Q112188782,JUANA BOCOBO SEBBE,female,Q112187535,"Directora General de Aprovisionamiento, Farmacia, Laboratorios, Biomédicos y Banco de Sangre",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188782-90F69783-C331-47F2-981F-167C53E62761
Q112188783,JOSEFINA NGUEMA AYANG,female,Q112187535,"Directora General para Europa, y América",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188783-963CB476-5F35-4232-98E7-23F4A5AA0973
Q112188784,IRMA BANQUE BAKABO,female,Q112187535,Directora General de Protocolo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188784-B796D3BF-C370-4038-8F64-8D3133E27894
Q112188785,FLORENTINA NCHAMA NDONG,female,Q112187535,Directora General de Culto,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188785-ED4DCE73-8BFE-4243-8C77-D40B64B0F6C2
Q112188786,EULALIA ENVO ESONO ABENG,female,Q112187535,Directora General de Protección Civil,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188786-A3045077-75FA-4ECA-88F4-051EAA6F60A0
Q112188788,ESTEFANIA-ISABEL NGUEMA ANDEM,female,Q112187535,"Directora General de Extensión, Fomento Cooperativo y Mecanización Agraria",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188788-991E16B9-C312-40A6-A6F3-1F4781B37975
Q112188789,DOMINICA NCHAMA MINANG,female,Q112187535,Directora General de Urbanismo y Catastro,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188789-3CF6CDF2-377D-4CD7-BD4B-71B7C46DEC5C
Q112188790,DOLORES OBIANG NCHAMA,female,Q112187535,Directora General de Asuntos Administrativos,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188790-3ECCF4BB-EE33-4D03-AA18-7B55CD7AE204
Q112188791,DOLORES BONEKE NOCONOCO,female,Q112187535,"Directora General de Viviendas, Edificaciones y Mantenimientos",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188791-064816D5-C347-4F4D-994F-47521C41F3D5
Q112188792,DEBORA PALOMA ONA OYANA,female,Q112187535,Directora General de Servicios Centrales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188792-87B886BB-6ABB-42E8-BE10-C11606ACD98E
Q112188795,Consuelo Obiang Mbulito,female,Q112187535,"Directora General de Promoción de la Imagen, Belleza y Tradición Nacional",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188795-11B6376C-6789-4902-A802-E23E75D7E98B
Q112188797,CONSTANCIA MANGUE OBIANG LIMA,female,Q112187535,Directora General de Formación Docente,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188797-DD4A2C91-DDC6-495B-9214-187B24DDE38A
Q112188799,CLAUDIA AYECABA ONDO,female,Q112187535,Directora General de Protocolo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188799-DC028F08-DB2A-4139-B42D-587805EA76DC
Q112188800,CARINA-MONSERRAT NSUE NDJE,female,Q112187535,Directora General del Gabinete,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188800-DE5607DE-0698-418A-8B09-F942170B1137
Q112188801,BRIGIDA MITOGO OWONO ESOMOYO,female,Q112187535,Directora General de Registros y Notariado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188801-8F30CAF8-48FF-4D48-A906-7E4799B97CF0
Q112188802,BENITA EBANG NZANG,female,Q112187535,Directora General de Servicios Financieros y Relaciones con los Organismos Económicos y Financieros Internacional,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188802-336E45B3-B989-40C7-82C6-20F78C2959AF
Q112188803,AQUILINA MANGUE EVUNA,female,Q112187535,Directora General de Cooperación Militar,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188803-E27C1534-2164-4249-B3C5-278FB3E8686B
Q112188804,ANASTASIA ERUNDINA MANGUE NGUEMA,female,Q112187535,Directora General de Coordinación Multisectorial y Asistencia a Personas con Discapacidad de 3° Edad,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188804-906EDD4A-1950-4465-AE13-B1C522A40EC5
Q112188805,ANA-BELL RIACO BOLEKIA,female,Q112187535,Directora General Adjunta de Prensa e Imagen,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188805-20578AD7-60DB-448F-8206-C62916993DA2
Q112188806,ADELINA BITOMAN MUELACHUA,female,Q112187535,Directora General de Relaciones con el Parlamento Nacional,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188806-8B2FD96C-E96B-4A28-85FB-AE2652C6CE49
Q112188840,VICENTE MBA ASUME ABEME,male,Q112188841,Jefe del Estado Mayor General de las Fuerzas Armadas y Cuerpo de Seguridad del Estado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188840-04A2B21A-6711-4485-B6A5-65A40A516F4C
Q112188842,URBANO ELA NTUGU NCHAMA,male,Q112188844,Interventor Delgado de lo Región Continental,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188842-CC4E0843-AE9F-40AC-B9F7-FDF4B21DF158
Q112188845,TOMY-LORENZO MBA OBONO,male,Q112188846,Cajero Delegado de la Región Continental,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188845-8D6935EB-21DF-49BC-BD99-CCA9499F5015
Q112188847,PEDRO-PELAYO MASUGU OYANA,male,Q112188848,Cajero Principal,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188847-63BD3C83-0DD3-4A6C-99D4-AF91730A1ADC
Q112188849,PEDRO EYENE MESIE,male,Q112188850,Segundo Jefe de Estado Mayor General. Encargado de la Región Continental,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188849-F6D62D3D-6C49-4D29-B31C-78094E3D0752
Q112188851,NARCISO-OSCAR BACALE ECHUAKA,male,Q112188852,Inspección Central de Trabajo,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188851-9BFA04B4-BB81-40E2-A103-837BDBDB476D
Q112188853,MUAKUKU RONDO IGAMBA,male,Q112188854,Interventor General de la Tesorería,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188853-702712FE-1787-4B42-9E2F-D562E092495C
Q112188855,MIGUEL-ANGEL ABAHA MASIE,male,Q112188856,Segundo Jefe de Estado Mayor General. Encargado de la Región Insular,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188855-544B5FD6-981C-4E9C-8FCF-D46401F79DB9
Q112188857,MAXIMO-ANTONIO BIBANG OYE,male,Q112188858,Embajador-Encargado de Francofonía,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188857-8E9A0D01-450A-45EE-AFCD-570C6F5E725A
Q112188859,MARILUZ ESENG OSA MANGUE,female,Q112188860,Tesorera Pagadora General,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188859-B5D7CC06-0578-455C-B990-A92CECCDB8B3
Q112188861,MARIANO ONDO SIMA,male,Q112188862,Oficial Mayor de la Presidencia del Gobierno,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188861-AF6CD1DB-D83F-4A21-A2BF-340DB8FEB567
Q112188863,LIBORIO MBA OBAMA,male,Q112188864,"Inspección General, Encargado de la Disciplina del Personal de la Policía Nacional en la Región Insular",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188863-2A4C712E-C227-4989-8937-E7BEB2EB0724
Q112188865,JUAN NSUE ESONO NCHAMA,male,Q112188866,"Inspector General de las Fuerzas Armadas, Encargado de la Región Insular",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188865-C994FA95-D4D1-4815-9F30-9EAE668B9343
Q112188867,JOSE MATALA NDIVO,male,Q112188868,Inspector General de Servicios del Gobierno,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188867-335DCB60-3D27-4F4D-90D8-A3251E0CEFA2
Q112188870,ISMAEL MERCADER OKENVE,male,Q112188871,Controlador General de Cuentas Municipal,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188870-CB447A66-C5E4-4857-B9AF-0F9AD7CAD25E
Q112188872,GENOVEVA NSENGBENE BIYOGO,female,Q112188873,Tesorera Delgada de la Región Continental,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188872-DF705C1C-5F3D-4DBE-9633-8399BF2E60FB
Q112188874,FRANCISCO-JAVIER NZO MBA,male,Q112188875,"Inspector General de las Fuerzas Armadas, Encargado de lo Región Continental",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188874-0F10EE61-03D1-46E3-B7F3-8D39F4A385B5
Q112188876,FELICIDAD MANGUE NVONO,female,Q112188877,"Inspección General, Encargado de la Disciplina del Personal de la Policía Nacional en la Región Continental",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188876-789C169C-7C88-46D8-94FB-E35F0C9884FD
Q112188878,DIOSDADO OYONO NCOGO,male,Q112188879,Oficial Mayor de la Jefatura de Estado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188878-349794BB-B894-40D1-97E3-B76AF7B36830
Q112188880,DANIEL NCOGO NCOGO AYE,male,Q112188881,Canciller de las Órdenes NacionaIes,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188880-DDC13C37-1BD2-47EC-9FB9-662C08D0F9B3
Q112188882,CRISTINA MANGUE ABESO,female,Q112188883,Embajadora-Encargada de la Lusofonía,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188882-C5657629-44F3-4F9A-A2A8-D05EA259BEA3
Q112188885,ANTONIA NCHAMA BIYOGO NABUENDE,female,Q112188886,Intervención General de Finanzas Públicas,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188885-14AD6488-ED70-4B8C-9BA6-20EFE094AAED
Q112188887,AGUSTIN-GASPAR NSUE EÑESO,male,Q112188888,Embajador-Encargado de Misiones,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q112188887-BF24E93A-5356-421D-87BC-5EB1BC33FD77
Q17711819,LUCAS ABAGA NCHAMA,male,Q112186154,Consejero a la Presidencia de la República en Materia de Asuntos con las Instituciones Regionales e Internacionales,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q17711819-FA04F81C-1AD6-498C-84D7-DAF523CD776A
Q24761111,Francisco Pascual Obama Asue,male,Q2351213,Prime Minister of Equatorial Guinea,2016-06-22,,,,Q24761111-bcace455-4919-84b0-9b54-ac7de8dbcde2
Q29122413,MARCELINO OWONO EDU,male,Q112186154,Consejero a la Presidencia de la República en Materia de Presupuestos del Estado,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q29122413-009AFAC1-B066-4B2D-8A07-A0604E2240E5
Q350232,RODOLFO DIAZ BODIPO,male,Q112187535,"Director General de Juventud, Educación Física y Deporte",2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q350232-FAE1A9ED-5C68-4B42-BCD1-970C28131F77
Q45042829,GABRIEL MBEGA OBIANG LIMA,male,Q112162677,Ministro de Minas e Hidrocarburos,2016-06-24,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q45042829-44F01153-E9A1-4F57-937C-27EF7BD10C2C
Q477201,Teodoro Nguema,male,Q7925046,Vice President of Equatorial Guinea,2012-05-21,,,,Q477201-994A9014-A18F-475E-8C72-3746518FC022
Q4793115,ARMENGOL ONDO NGUEMA,male,Q112186168,Delegado Nacional de Seguridad,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q4793115-7BDBF5BC-BF27-47EF-B845-FC4A2BC20104
Q5438322,FAUSTO ABESO FUMA,male,Q112186154,Consejero a la Presidencia del Gobierno en Materia de Instalaciones Militares en el Ministerio de Defensa Nacional,2020-08-18,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q5438322-9881B53B-B291-4276-8830-6CB4F661D578
Q55098190,SIMEÓN OYONO ESONO ANGUE,male,Q111021196,Ministro de Asuntos Exteriores y Cooperación,2018-02-06,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q55098190-4D604F86-186B-4902-83E2-9157E84C9520
Q57385,Teodoro Obiang,male,Q19058522,President of Equatorial Guinea,1979-08-03,,,,Q57385-89f0f77d-4aba-f646-254d-58d700a57d57
Q58151,PASTOR MICHA ONDO BILE,male,Q112162696,Ministro de Comercio y Promoción de Pequeñas y Medianas Empresas,2018-02-06,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q58151-C983511A-379C-404D-AFD2-EDEE55DF51C5
Q61767161,PRUDENCIO BOTEY SOBOLE,male,Q112174402,"Vice-Ministro de Cultura, Turismo y Promoción Artesanal",2020,,https://www.guineaecuatorialpress.com/noticias/el_gobierno_de_la_republica_de_guinea_ecuatorial,2022-05-31,Q61767161-0437BE34-203A-4723-8B20-781972C7EF70
